Cluster_Label,Gender,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction,Have you ever had suicidal thoughts ?,Work/Study Hours,Family History of Mental Illness,City_freq,Profession_freq,Sleep Duration_'7-8 hours',Sleep Duration_'Less than 5 hours',Sleep Duration_'More than 8 hours',Sleep Duration_Others,Dietary Habits_Moderate,Dietary Habits_Others,Dietary Habits_Unhealthy,Degree_freq,Financial Stress_2.0,Financial Stress_3.0,Financial Stress_4.0,Financial Stress_5.0,Financial Stress_?,Combined_Stress_Index,Well_being_Index
Cluster 114,1.0,0.2925026306626105,0.35020441989001766,0.0,0.1158655407184473,1.0973749206896355,0.0,1.0,0.7499554040968776,0.0,0.035175710548008984,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04229239095372921,0.0,0.0,0.0,1.0,0.0,0.17510220994500883,0.5486874603448177
Cluster 115,1.0,-0.6377021536565992,0.11494267844154252,0.0,-0.7345665906640094,-0.7668937392189688,0.0,1.0,0.7668127810590517,1.0,0.03746819110426145,0.9988889287122327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.041550482061574814,0.0,0.0,0.0,1.0,0.0,0.05747133922077126,-0.3834468696094843
Cluster 116,1.0,0.33083524540103953,0.9836014160974509,0.0,0.5843997210854225,-0.14240965609687467,0.0,1.0,0.6319537653616587,1.0,0.027122683774775044,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036913999498225825,0.0,0.0,0.0,1.0,0.0,0.49180070804872544,-0.07120482804843731
Cluster 117,0.0,-0.18452546386006116,0.923277892649124,0.0,-0.3170316459297063,-0.7546489532753983,0.0,1.0,0.38471223658310505,0.0,0.03703869634302231,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03847233671433516,0.0,0.0,0.0,1.0,0.0,0.461638946324562,-0.3773244766376991
Cluster 118,0.0,0.13917217170889465,0.8629543692007969,0.0,0.058931538801127,0.4698296410816489,0.0,1.0,-0.08729431835777023,0.0,0.04749829755205903,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038651541760749274,0.0,0.0,0.0,1.0,0.0,0.43147718460039847,0.23491482054082438
Cluster 119,0.0,0.11872811051506586,0.04255445030355012,0.0,-0.2809119200250522,0.6779910021223469,0.0,1.0,0.7308503768730803,1.0,0.0332078898008434,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02995830495920094,0.0,0.0,0.0,1.0,0.0,0.02127722515177506,0.33899550106117343
Cluster 12,0.0,0.6673104192161383,-0.9467513342490123,0.0,-0.355082300577691,0.837173219388763,0.0,0.0,0.29480622611817636,1.0,0.0242016415182251,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03204484904961586,0.0,0.0,0.0,0.0,0.0,-0.4733756671245061,0.4185866096943815
Cluster 120,0.0,-0.0745611953174972,1.0165051561601748,0.0,-0.9284235758366726,-0.6266352820471615,0.0,1.0,0.2764163603412592,1.0,0.04105424699668629,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03595830713138333,0.0,0.0,0.0,1.0,0.0,0.5082525780800874,-0.3133176410235808
Cluster 121,0.0,0.3900765590877025,-0.16802948609788224,0.0,0.4079443277025874,0.7759492896709106,0.0,1.0,-0.042341313125305945,1.0,0.03340056237801833,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03129571765104539,0.0,0.0,0.0,1.0,0.0,-0.08401474304894112,0.3879746448354553
Cluster 122,0.0,0.5759316608497823,-0.16802948609788224,0.0,-0.6452895322959022,-0.5598455405367772,0.0,1.0,-0.06686113416119556,1.0,0.029405918979769328,0.9988889287122326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032928112710199325,0.0,0.0,0.0,1.0,0.0,-0.08401474304894112,-0.2799227702683886
Cluster 123,0.0,0.4799065249393744,1.043924939545778,0.0,0.028831767213915314,-0.38730537496828416,0.0,0.0,0.33975923135064073,1.0,0.032710894472121624,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.030733665460019318,0.0,0.0,0.0,1.0,0.0,0.521962469772889,-0.19365268748414208
Cluster 124,1.0,0.3829282859430071,-0.9374707921800389,0.0,-0.004151291637093242,0.3803485130324801,0.0,0.0,0.5593373722938317,1.0,0.036943809568446624,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03359405370085987,0.0,0.0,0.0,1.0,0.0,-0.46873539609001946,0.19017425651624004
Cluster 125,0.0,0.8918853338453182,0.22681539465480344,0.0,-0.6335180950370954,-0.15910709147447077,0.0,0.0,0.15381725516181108,1.0,0.03283688105020669,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042171834831596096,0.0,0.0,0.0,1.0,0.0,0.11340769732740172,-0.07955354573723539
Cluster 126,0.0,0.29714900820666257,-0.6286818469760155,0.0,-0.29524416117875724,-0.6266352820471615,0.0,0.0,0.7177731389872725,0.0,0.02831113905985769,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036069088432802945,0.0,0.0,0.0,1.0,0.0,-0.31434092348800774,-0.31331764102358073
Cluster 127,1.0,-1.3383758872996403,-0.03641452584698699,0.0,0.06347490055014013,0.24163135758783555,0.0,1.0,0.5216145707001554,0.0,0.02765296779848224,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21791333643955413,0.0,0.0,0.0,1.0,0.0,-0.018207262923493495,0.12081567879391777
Cluster 128,1.0,-1.2714680506652916,0.04255445030355011,0.0,-0.09395258405316367,0.04126213305668238,0.0,1.0,1.0904744187327948,1.0,0.03447546682914585,0.9988889287122327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.021277225151775055,0.02063106652834117
Cluster 129,0.0,-1.2826193567710162,1.0165051561601748,0.0,0.2673066299263184,0.7759492896709106,0.0,1.0,0.5706542127719346,1.0,0.025948890720762643,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21791333643955413,0.0,0.0,0.0,1.0,0.0,0.5082525780800874,0.3879746448354553
Cluster 13,1.0,0.5863860103238994,-0.554648431834887,0.0,-0.38802167325803594,-0.28016349796204254,0.0,0.0,0.46337999573991756,1.0,0.03358078563492343,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04568160639403601,0.0,0.0,0.0,0.0,0.0,-0.2773242159174435,-0.14008174898102124
Cluster 130,0.0,-1.3685773413359783,0.7573882031662248,0.0,-0.42422658719548395,0.22493392221023945,0.0,1.0,0.2948062261181764,0.0,0.03334109888534456,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.3786941015831124,0.11246696110511974
Cluster 131,1.0,-1.3941324178282641,0.5613367519591621,0.0,0.3758310207947902,0.16370999249238707,0.0,1.0,0.7443362784428196,0.08333333333333333,0.035410917171427504,0.9988889287122326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.28066837597958105,0.08185499624619354
Cluster 132,1.0,-1.4233382195337339,0.6733661526489122,0.0,-0.44862687373147836,-0.06369317503106453,0.0,1.0,0.2851734392826483,1.0,0.032955808035554236,0.9988889287122326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.3366830763244561,-0.03184658751553226
Cluster 133,0.0,-1.2919121118591201,0.6618759577063738,0.0,-0.21101987178606743,-0.4893452578313714,0.0,1.0,0.4371574093543134,1.0,0.03303545472284938,0.9988889287122326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.3309379788531869,-0.2446726289156857
Cluster 134,0.0,-1.3600589825052163,0.2597191347175272,0.0,0.9335286754861473,0.041262133056682374,0.0,1.0,0.5870007601291944,0.0,0.031396724131751506,0.9988889287122326,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.1298595673587636,0.020631066528341162
Cluster 135,1.0,-1.3532442954406068,0.7664367316834738,0.0,0.14661842055707974,0.7759492896709107,0.0,1.0,0.20040491513000136,0.0,0.03942152611017522,0.9988889287122327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179133364395541,0.0,0.0,0.0,1.0,0.0,0.3832183658417369,0.3879746448354553
Cluster 136,1.0,-0.08885774160688796,0.9557597898905309,0.0,0.6364627149737527,-0.9194826102080776,0.0,1.0,0.6423275357999197,0.0,0.03013953180613869,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03865866401259393,0.0,0.0,0.0,1.0,0.0,0.47787989494526545,-0.4597413051040388
Cluster 137,1.0,-0.2604162970795771,-0.1022220059724346,0.0,0.20597124631464148,-0.09231734996408646,0.0,1.0,0.4480551075924866,0.0,0.0347103883536269,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0408163930259912,0.0,0.0,0.0,1.0,0.0,-0.0511110029862173,-0.04615867498204324
Cluster 138,1.0,0.44583308961632645,0.18733090657953486,0.0,0.7442976586397518,-0.8403624548803915,0.0,1.0,-0.9863544230070564,0.0,0.039729758790007466,0.9988889287122327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03991613203827815,0.0,0.0,0.0,1.0,0.0,0.09366545328976743,-0.42018122744019576
Cluster 139,1.0,0.5188475938800007,1.1387190478217204,0.0,0.043029772679581337,0.8284269437147841,0.0,1.0,0.4585636023221536,0.0,0.034496971434715556,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03506530743905744,0.0,0.0,0.0,1.0,0.0,0.5693595239108602,0.41421347185739205
Cluster 14,1.0,-0.354892640475301,-0.5848101935590504,0.0,-0.31987124702283953,0.837173219388763,0.0,1.0,-0.1547238262064667,1.0,0.03274673548140444,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.036450306440629326,0.0,0.0,0.0,0.0,0.0,-0.2924050967795252,0.4185866096943815
Cluster 140,1.0,-0.12031014344354762,0.009144498855245965,0.0,-0.5839541486842255,-0.18479545359384944,0.0,1.0,-0.5817773759148778,1.0,0.038030067849787526,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.040472770482447504,0.0,0.0,0.0,1.0,0.0,0.004572249427622983,-0.09239772679692472
Cluster 141,1.0,-0.08885774160688795,-0.04653875355859432,0.0,0.8115568869934113,-0.1847954535938494,0.0,1.0,0.7668127810590517,1.0,0.03885165406257835,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046243172976981765,0.0,0.0,0.0,1.0,0.0,-0.02326937677929716,-0.0923977267969247
Cluster 142,0.0,0.1732456070319426,1.2490249192700895,0.0,0.5923222081352643,0.13922042060524611,0.0,1.0,0.4970947496642658,1.0,0.031186456877292292,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04058158011062921,0.0,0.0,0.0,1.0,0.0,0.6245124596350448,0.06961021030262303
Cluster 143,0.0,0.4458330896163264,0.9557597898905308,0.0,-0.25945327299509824,-1.1455401968586094,0.0,1.0,0.8705504854416617,1.0,0.04078155456242259,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039706324283937944,0.0,0.0,0.0,1.0,0.0,0.4778798949452654,-0.5727700984293047
Cluster 144,1.0,0.5042446930272658,0.5182485209246429,0.0,-0.12345198283782714,-0.2211261371626849,0.0,0.0,0.516360323335322,1.0,0.03195993999191012,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0353417952249535,0.0,0.0,0.0,1.0,0.0,0.25912426046232145,-0.11056306858134243
Cluster 145,1.0,0.3290098827944477,-0.36075139217955027,0.0,0.4689699366495586,0.09373978710055579,0.0,0.0,-0.08087246046741822,0.0,0.03254875657298504,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035981813247861004,0.0,0.0,0.0,1.0,0.0,-0.18037569608977513,0.04686989355027789
Cluster 146,0.0,0.14703527216805956,1.0114430423043712,0.0,0.8262354403363765,-0.24130985025648233,0.0,1.0,0.7668127810590517,1.0,0.03713679961843105,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03540540316999937,0.0,0.0,0.0,1.0,0.0,0.5057215211521856,-0.12065492512824118
Cluster 147,0.0,0.48672121200398405,-0.31938669038641176,0.0,0.687051300602187,-0.9138311705418143,0.0,1.0,0.092517702572087,1.0,0.03924948926561766,0.9988889287122327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037220888140210004,0.0,0.0,0.0,1.0,0.0,-0.15969334519320588,-0.45691558527090714
Cluster 148,0.0,-0.04823172256786922,0.923277892649124,0.0,0.418425037191788,-0.20363358581472704,0.0,1.0,0.8791952941402125,0.0,0.03991195058719516,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03696104082290953,0.0,0.0,0.0,1.0,0.0,0.461638946324562,-0.10181679290736351
Cluster 149,0.0,0.30953934832413454,0.3803661816141812,0.0,0.4651080791628975,-0.252612729589009,0.0,1.0,0.24535792036246565,0.0,0.03579322127044426,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03153769876826394,0.0,0.0,0.0,1.0,0.0,0.1901830908070906,-0.1263063647945045
Cluster 15,1.0,1.1017467195850001,-0.6451337170073774,0.0,0.7980797033436945,0.37799374650487033,0.0,0.0,-0.18843858013081496,1.0,0.04384848810675838,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03854103198212724,0.0,0.0,0.0,0.0,0.0,-0.3225668585036887,0.1889968732524351
Cluster 150,1.0,0.41438068777966675,0.23187750851060712,0.0,-0.023547951411725943,-1.1455401968586094,0.0,1.0,0.6423275357999197,0.0,0.0342198928629522,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034514891939356966,0.0,0.0,0.0,1.0,0.0,0.11593875425530356,-0.5727700984293047
Cluster 151,0.0,0.6502737015546143,0.9836014160974509,0.0,0.5159937307518441,-1.4281121801717742,0.0,1.0,0.7128691747800945,1.0,0.03423533206695095,0.9988889287122327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03154008816888279,0.0,0.0,0.0,1.0,0.0,0.49180070804872544,-0.7140560900858871
Cluster 152,1.0,-0.28248659041382407,-0.23794993373117032,0.0,-0.06941843060849268,-0.6934250235575459,0.0,1.0,0.8005275349833999,1.0,0.03983280169169559,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03876653166553166,0.0,0.0,0.0,1.0,0.0,-0.11897496686558516,-0.34671251177877294
Cluster 153,1.0,1.042118207769666,0.38036618161418123,0.0,0.023720485246275697,-0.5709771641218412,0.0,1.0,-0.10977082097400241,1.0,0.046300610491858074,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03361587995651286,0.0,0.0,0.0,1.0,0.0,0.19018309080709062,-0.28548858206092054
Cluster 154,1.0,0.20531472263010545,0.19584716871341631,0.0,0.23866158446061558,0.25734659088439654,0.0,1.0,-0.47071701004643646,1.0,0.036062380222509356,0.9988889287122324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.037413797101938116,0.0,0.0,0.0,1.0,0.0,0.09792358435670816,0.12867329544219824
Cluster 155,1.0,0.5759316608497824,0.9506976760347272,0.0,-0.09234175579669524,-0.5932404112919694,0.0,1.0,0.5338744812181002,0.0,0.0363102006770692,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032582735711655784,0.0,0.0,0.0,1.0,0.0,0.4753488380173636,-0.2966202056459846
Cluster 156,0.0,0.6502737015546144,1.2938366795459897,0.0,0.48844148700247175,-0.3260814452504318,0.0,1.0,0.7475472073879956,0.0,0.03221850727316476,0.9988889287122326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03834475978843561,0.0,0.0,0.0,1.0,0.0,0.6469183397729948,-0.1630407226252159
Cluster 157,1.0,-0.09533323610267086,0.36617241139104545,0.0,0.649568566172829,-0.9959432645163457,0.0,0.0,0.22737671826947997,0.0,0.03512629739182862,0.9988889287122324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.043201065953781925,0.0,0.0,0.0,1.0,0.0,0.18308620569552272,-0.49797163225817287
Cluster 158,1.0,0.22566627675970874,0.1205110036829265,0.0,0.4744743941531706,-0.8629682135454447,0.0,1.0,0.6215799949233977,1.0,0.025405761580092202,0.9988889287122326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03877170104187052,0.0,0.0,0.0,1.0,0.0,0.06025550184146325,-0.43148410677272236
Cluster 159,1.0,0.28228060006569616,-0.536551374800389,0.0,0.20454628285699655,0.40860571136379653,0.0,0.0,0.3352639308273943,1.0,0.03434285509479942,0.9988889287122327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03964732446865699,0.0,0.0,0.0,1.0,0.0,-0.2682756874001945,0.2043028556818982
Cluster 16,0.0,0.9662273745501501,-0.9577192476032537,0.0,-1.0857891055070352,1.2434774802436015,0.0,0.0,-1.2683323649197873,1.0,0.040252711698179566,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03765912593553175,0.0,0.0,0.0,0.0,0.0,-0.47885962380162683,0.6217387401218007
Cluster 160,0.0,-0.05597568514128921,-0.03641452584698699,0.0,1.2567269089954876,0.842739031181295,0.0,1.0,0.03121814998236294,1.0,0.03912860731612743,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04549853214775614,0.0,0.0,0.0,1.0,0.0,-0.018207262923493495,0.4213695155906475
Cluster 161,0.0,0.05155476659248555,1.3455425567874129,0.0,-0.8166391754015389,-0.3260814452504318,0.0,1.0,0.9016717967564446,1.0,0.038452282816284065,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.042443435207135394,0.0,0.0,0.0,1.0,0.0,0.6727712783937064,-0.1630407226252159
Cluster 162,0.0,1.1204871090126765,0.9112131879594585,0.0,-0.2220753853753327,-1.2077060331875056,0.0,1.0,-0.15022852568322026,1.0,0.02982330382423564,0.9988889287122327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04354682627862795,0.0,0.0,0.0,1.0,0.0,0.45560659397972925,-0.6038530165937528
Cluster 163,0.0,-0.16748874619853713,-0.10222200597243467,0.0,-0.43061568965503366,1.2902302993008705,0.0,1.0,0.9825872061748804,1.0,0.03914555033869748,0.9988889287122327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03299881724669364,0.0,0.0,0.0,1.0,0.0,-0.05111100298621733,0.6451151496504351
Cluster 164,1.0,-0.4741496641059689,-0.1022220059724346,0.0,0.000861696446553397,-0.23424555067365324,0.0,1.0,0.44652261877774346,1.0,0.03236667144546786,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.044359969176731975,0.0,0.0,0.0,1.0,0.0,-0.0511110029862173,-0.11712277533682662
Cluster 165,1.0,0.6502737015546143,0.9506976760347271,0.0,1.0250154597958199,-0.9605839895990834,0.0,1.0,0.8403722441667205,1.0,0.03407502500724962,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.036147286998510934,0.0,0.0,0.0,1.0,0.0,0.47534883801736355,-0.4802919947995417
Cluster 166,1.0,-0.16748874619853715,1.2139275965365177,0.0,0.8218032797490525,-1.0941634726198524,0.0,1.0,-0.5572575548789881,1.0,0.03893962744899982,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04278113198940406,0.0,0.0,0.0,1.0,0.0,0.6069637982682589,-0.5470817363099261
Cluster 167,1.0,0.20731904235499063,1.3455425567874129,0.0,-0.6668705006037143,0.10248606277453472,0.0,1.0,0.7443362784428196,1.0,0.04033308244626831,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039765599799290306,0.0,0.0,0.0,1.0,0.0,0.6727712783937064,0.05124303138726738
Cluster 168,1.0,0.7320499463299295,0.33210736285551967,0.0,-0.2275274194741484,-1.06076860186466,0.0,1.0,-1.4179032732387138,1.0,0.03092362280921826,0.9988889287122327,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03076592236837385,0.0,0.0,0.0,1.0,0.0,0.16605368142775984,-0.53038430093233
Cluster 169,1.0,-0.5763699700751129,0.5010132285108352,0.0,0.44795688856037313,-0.4485293046861365,0.0,1.0,0.33975923135064073,0.0,0.03650705470532712,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04507604267469501,0.0,0.0,0.0,1.0,0.0,0.2505066142554176,-0.22426465234306825
Cluster 17,0.0,0.5139799602624224,-0.7657807639040314,0.0,0.7449791629021038,0.22493392221023942,0.0,0.0,-0.4469183602174847,1.0,0.027472133615282557,0.9988889287122326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03967002377453612,0.0,0.0,0.0,0.0,0.0,-0.3828903819520157,0.11246696110511968
